t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,u_1,u_2,u_3,u_4,comm_t,comm_id,comm_type
0,0,-6,1.300000000000000044,1,0,0,0,0,0,0,0,0,0,0,0,4.933411764705883051,7,0,2.6468,4.3532,0.0038286,0,3
0.003828603440351541123,-1.925701764605546963e-07,-5.999999882914743843,1.300048840419370189,0.9999843148012581562,-0.002909787745270623043,-0.004785729278603650418,2.737507702370905717e-21,-0.0002011894615986954389,0.0001223258976337851512,0.02551277918565970915,-3.040067224738235652,-5,3.064120116603037242e-18,-0.1576450799737484365,0.09585032815388608296,4.932378397712215978,7,0,2.6468,4.3532,0.0038286,0,3
0.007657206880703082245,-3.080929516058597672e-06,-5.999998126753431471,1.30019533138374932,0.9997490469071047547,-0.01163823818150950748,-0.01914141583252589734,-4.890731180362338416e-21,-0.001609296384256171447,0.0009784738385333871438,0.0510018223907234558,-6.080134449476471303,-10,3.999890858230321133e-18,-0.6303825206830226957,0.3832810480352660809,4.916880486040929199,7,0,2.6468,4.3532,0.0038286,0,3
0.01148581032105462293,-1.559268799640777848e-05,-5.999990519436055436,1.30043920032978999,0.9987297664776163542,-0.02617713721568912938,-0.04305354993908580563,3.320645143569356827e-20,-0.005428208380287370509,0.003300423677192212274,0.07634852206049122514,-9.120201674214706955,-15,-3.097943477361147103e-18,-2.832866194229354484,1.722420733829120865,21.23673454375374803,7,7,7,7,0.00392272,1,1
0.01540852666215679692,-6.361803067792490827e-05,-5.999961319382006941,1.300914715924325948,0.9964032439684902265,-0.0440233519151605468,-0.07240522768201478054,1.992376212155385522e-19,-0.02031282796915025515,0.01235047251015196704,0.1658935684900022245,-9.120201674214706955,-15,-4.649487610187223692e-17,-4.753069423044297359,2.889930113980488713,20.93092698760740333,7,7,7,7,0.00392272,1,1
0.01933124300325897091,-0.0001847532942226981099,-5.999887667513114309,1.301738742599049647,0.9928955640540026995,-0.06181738040503056975,-0.1016710747413707983,-7.876669188192088091e-20,-0.04268862975175398422,0.02595526083545856427,0.2539365565083436249,-9.120201674214706955,-15,-8.989180872638332828e-17,-6.650741776218072054,4.043740418815583659,20.47121156033468736,7,7,7,7,0.00392272,1,1
0.0232539593443611449,-0.0004081877588483425216,-5.999751816354557121,1.30290420918467964,0.9882108848118789091,-0.07953812926890477253,-0.1308163987652499749,-2.128666860658552826e-19,-0.07244954618266141733,0.04405029815941362281,0.3398777863275032063,-9.120201674214706955,-15,-1.332887413508944196e-16,-8.516887757195094721,5.178382265484629876,19.85976744136902639,7,7,7,7,0.00392272,1,1
0.02717667568546331888,-0.0007626257780083281826,-5.99953631327350756,1.304401710678440462,0.9823547595596532345,-0.09716459195760229761,-0.1598066502722955973,-4.872683737536191563e-19,-0.1094545022119688404,0.06654980895492904058,0.4231275210799336772,-9.120201674214706955,-15,-1.766856739754055233e-16,-10.34266131322279314,6.288477134979347127,19.09949304648683466,7,7,7,7,0.00392272,1,1
0.03109939202656549287,-0.001276150711745819167,-5.999224083209479197,1.306219552826400454,0.975334130271649391,-0.1146758736907620146,-0.1886074636073815092,-9.494267956704451428e-19,-0.1535280840204154007,0.09334713926146458174,0.5031087823358881828,-9.120201674214706955,-15,-2.200826065999166023e-16,-12.11940776811040443,7.368762867814081297,18.19399228850781114,7,7,7,7,0.00392272,1,1
0.03502210836766767033,-0.001976091803729591694,-5.998798509614881702,1.30834380755749935,0.9671573193498177456,-0.1320512162259554756,-0.2171846976793839201,-1.486795581316067088e-18,-0.2044613705298424788,0.1243152622545668634,0.5792600851422000652,-9.120201674214706955,-15,-2.634795392244276814e-16,-13.83870484780945809,8.414118608130332078,17.14755749374234384,7,7,7,7,0.00392272,1,1
0.03894482470876984431,-0.002888894633012029436,-5.998243513222091927,1.31075837900649228,0.9578340197581848292,-0.1492700224659450348,-0.2455044764327504181,-2.213388184447661033e-18,-0.2620129237474113637,0.1593073803884687833,0.6510380996176591273,-9.120201674214706955,-15,-3.068764718489387604e-16,-15.49240260434323879,9.419589077982632119,15.96514905516688465,7,7,7,7,0.00392272,1,1
0.0428675410498720183,-0.004039995754604022715,-5.997543628263669824,1.313445079812843197,0.947375283532609358,-0.1663118808749169675,-0.2735332290048901882,-2.644245884729325359e-18,-0.3259099332490715262,0.1981576212574257256,0.7179202264882804663,-9.120201674214706955,-15,-3.502734044734498394e-16,-17.0726620488346903,10.3804080667389389,14.65237191877684886,7,7,7,7,0.00392272,1,1
0.04679025739097419229,-0.00545370212310542727,-5.996684075784412649,1.31638371733388948,0.9357935086794657575,-0.1831565896747462396,-0.3012377295217820161,-2.943910200608660093e-18,-0.3958495093771078333,0.2406818238772113205,0.7794070743537094836,-9.120201674214706955,-15,-3.936703370979609185e-16,-18.5719923105013649,11.29202102424914855,13.21544901457833987,7,7,7,7,0.00392272,1,1
0.05071297373207636627,-0.007153075870956725202,-5.99565083369772811,1.319552189363603967,0.9231024244787863209,-0.1997841807926100388,-0.3285851364846256173,-3.130384353532886536e-18,-0.4715001190216501215,0.2866784116595791909,0.8350248269418282243,-9.120201674214706955,-15,-4.370672697224719975e-16,-19.98328614547346405,12.15010665068391127,11.66119175816319498,7,7,7,7,0.00392272,1,1
